Location,WindGustDir,WindDir9am,WindDir3pm,RainToday
Sale,SSE,W,SSE,Yes
Sale,SE,SSE,SSE,Yes
Sale,ESE,NNE,ESE,No
Sale,E,WNW,E,No
Sale,WNW,NNE,E,No
Sale,ESE,ENE,ESE,No
Sale,ENE,ENE,E,No
Sale,WSW,WSW,WSW,Yes
Sale,E,W,E,No
Sale,E,W,E,No
Sale,ESE,WNW,NE,No
Sale,E,WNW,NNE,No
Sale,E,WNW,E,No
Sale,W,WNW,WSW,No
Sale,WNW,NNE,WNW,No
Sale,WSW,WSW,WSW,No
Sale,WNW,NNW,W,No
Sale,W,WNW,E,No
Sale,W,W,W,No
Sale,W,WNW,W,No
Sale,WSW,WNW,WSW,No
Sale,NW,NW,WSW,No
Sale,E,ENE,E,No
Sale,E,NNW,E,No
Sale,N,N,NW,No
Sale,E,N,E,No
Sale,W,WSW,W,No
Sale,W,W,WSW,No
Sale,W,NW,W,No
Sale,SW,W,SSW,Yes
Sale,WSW,W,W,No
Sale,SW,WNW,SW,No
Sale,W,WNW,WSW,Yes
Sale,NW,NW,NW,No
Sale,WSW,WNW,WSW,No
Sale,W,WNW,WSW,No
Sale,WSW,WSW,WSW,No
Sale,E,NNE,ENE,No
Sale,S,W,SE,No
Sale,NNW,ESE,E,No
Sale,W,WSW,W,Yes
Sale,NW,NNE,N,No
Sale,W,W,W,No
Sale,SE,WNW,S,No
Sale,E,NE,E,Yes
Sale,ESE,WNW,E,No
Sale,N,NE,WSW,No
Sale,W,W,W,Yes
Sale,SE,SSE,SE,Yes
Sale,SSE,SSE,SE,Yes
Sale,E,WNW,E,No
Sale,E,SE,E,No
Sale,ENE,WSW,E,No
Sale,SE,WNW,SE,No
Sale,W,W,WSW,No
Sale,W,NW,W,Yes
Sale,WNW,WSW,W,Yes
Sale,WNW,W,W,No
Sale,ESE,SE,E,No
Sale,E,WSW,E,No
Sale,W,WNW,WSW,No
Sale,W,WNW,W,No
Sale,WNW,WNW,ESE,Yes
Sale,E,WNW,E,No
Sale,E,WNW,NNW,No
Sale,NW,NNW,WNW,No
Sale,S,WNW,S,No
Sale,E,SSW,SE,No
Sale,E,E,E,Yes
Sale,S,N,S,No
Sale,ESE,SE,ESE,Yes
Sale,E,NE,E,No
Sale,E,E,ESE,No
Sale,NW,E,NW,No
Sale,S,SSW,SSE,Yes
Sale,WSW,W,SSE,Yes
Sale,W,WNW,W,No
Sale,WSW,NW,WSW,No
Sale,WNW,W,WSW,No
Sale,WNW,W,W,Yes
Sale,W,WNW,WSW,No
Sale,ESE,NNW,ENE,No
Sale,WSW,NE,NW,No
Sale,E,SSW,ESE,No
Sale,W,SW,N,Yes
Sale,WSW,E,ENE,Yes
Sale,W,W,WSW,Yes
Sale,ESE,W,E,No
Sale,SW,WNW,WSW,No
Sale,NE,SW,SE,No
Sale,E,NE,W,No
Sale,S,SW,E,Yes
Sale,E,ENE,ESE,No
Sale,SSW,ENE,NW,No
Sale,S,WNW,NNE,Yes
Sale,WSW,NW,WSW,Yes
Sale,WSW,WSW,W,No
Sale,WSW,WNW,W,No
Sale,SSW,W,SSE,No
Sale,E,E,E,No
Sale,E,ENE,E,No
Sale,ENE,ENE,W,Yes
Sale,W,W,W,Yes
Sale,E,S,E,No
Sale,NNW,NW,NNW,No
Sale,W,WSW,WSW,Yes
Sale,WSW,W,SSW,Yes
Sale,E,WNW,ESE,No
Sale,W,WSW,W,No
Sale,SSE,SW,S,No
Sale,E,NW,ESE,No
Sale,E,NE,E,No
Sale,ESE,SW,SE,No
Sale,E,ENE,E,No
Sale,E,ENE,E,No
Sale,NW,E,WNW,No
Sale,W,W,W,Yes
Sale,WNW,WNW,SW,No
Sale,WSW,SW,SSW,No
Sale,E,WNW,SSW,No
Sale,E,E,ESE,No
Sale,ESE,E,ESE,No
Sale,E,E,E,No
Sale,E,E,ESE,No
Sale,W,SW,SW,Yes
Sale,W,W,E,Yes
Sale,ESE,ESE,ESE,No
Sale,ESE,ESE,SE,No
Sale,E,NNE,ESE,No
Sale,ENE,SSE,E,No
Sale,NNE,E,E,Yes
Sale,W,W,WSW,Yes
Sale,W,W,ENE,No
Sale,SE,W,SE,No
Sale,ESE,W,SE,No
Sale,ESE,ENE,E,No
Sale,S,E,SE,No
Sale,SE,NE,E,No
Sale,E,ESE,ENE,No
Sale,SSE,WNW,SE,No
Sale,SW,WSW,WSW,No
Sale,SSE,WSW,ESE,No
Sale,E,NNE,ESE,No
Sale,ENE,N,E,No
Sale,WSW,ENE,WSW,No
Sale,W,W,W,Yes
Sale,WSW,WSW,WSW,No
Sale,WSW,W,SW,Yes
Sale,WNW,WNW,W,Yes
Sale,W,W,W,No
Sale,WNW,W,SW,No
Sale,E,NE,E,No
Sale,E,ENE,ESE,No
Sale,ENE,N,W,No
Sale,NNW,ENE,S,No
Sale,E,SW,SE,No
Sale,SSW,SW,SE,No
Sale,SE,SSW,ESE,No
Sale,E,E,E,No
Sale,E,ENE,E,No
Sale,E,WNW,SE,No
Sale,SSE,NE,ESE,No
Sale,SSE,W,SSE,No
Sale,ESE,E,E,No
Sale,ESE,SSW,ESE,No
Sale,ESE,NW,ESE,No
Sale,WNW,NNE,NW,Yes
Sale,W,W,W,Yes
Sale,ESE,E,SE,No
Sale,E,N,E,No
Sale,E,WSW,ESE,No
Sale,E,ESE,E,No
Sale,NW,ENE,NNE,No
Sale,W,W,WSW,No
Sale,S,WNW,SSE,No
Sale,E,WSW,E,No
Sale,E,E,ESE,No
Sale,SSW,SW,ESE,Yes
Sale,ESE,W,ESE,Yes
Sale,S,W,ESE,Yes
Sale,SE,SW,SSE,Yes
Sale,ESE,NE,E,No
Sale,E,ENE,E,No
Sale,E,ESE,ESE,Yes
Sale,ENE,NW,NNW,No
Sale,SE,SW,SE,No
Sale,ESE,E,E,Yes
Sale,WSW,WNW,WSW,No
Sale,E,NNW,E,No
Sale,ENE,NW,W,No
Sale,NW,NNW,ENE,No
Sale,WSW,WSW,NW,No
Sale,S,S,S,Yes
Sale,E,E,E,No
Sale,ESE,ESE,SE,Yes
Sale,ESE,ESE,E,Yes
Sale,ENE,ENE,ENE,No
Sale,WSW,WSW,WSW,Yes
Sale,W,W,W,No
Sale,S,WNW,SW,No
Sale,SE,SE,SE,Yes
Sale,ESE,SSE,S,Yes
Sale,WNW,WSW,W,No
Sale,W,WSW,W,No
Sale,SSE,SSW,S,No
Sale,WSW,WNW,W,No
Sale,E,WNW,SSE,No
Sale,E,NW,E,No
Sale,E,E,E,No
Sale,W,NNE,WSW,No
Sale,WNW,WNW,WNW,No
Sale,W,W,W,No
Sale,W,WNW,WSW,Yes
Sale,W,WNW,WSW,No
Sale,SW,WNW,WSW,No
Sale,ESE,NW,ESE,No
Sale,S,WNW,SW,No
Sale,E,NNE,E,No
Sale,E,NW,E,No
Sale,S,NNW,N,No
Sale,SSE,SSE,SE,No
Sale,E,NNE,S,No
Sale,SW,S,ESE,No
Sale,E,N,E,No
Sale,W,N,E,No
Sale,W,W,WSW,Yes
Sale,W,WNW,WSW,No
Sale,W,W,W,No
Sale,SW,W,SW,Yes
Sale,WNW,WNW,W,No
Sale,WNW,WNW,W,No
Sale,W,W,WNW,No
Sale,WNW,WNW,W,No
Sale,WNW,SW,W,No
Sale,S,NW,S,No
Sale,E,E,E,No
Sale,E,E,E,Yes
Sale,E,N,ESE,No
Sale,WNW,W,SSW,No
Sale,E,NW,ESE,No
Sale,NNW,WNW,NW,No
Sale,WSW,NE,NNW,No
Sale,WSW,WNW,NNW,No
Sale,W,W,WSW,Yes
Sale,W,W,W,No
Sale,W,W,WSW,No
Sale,W,NW,W,No
Sale,WSW,W,S,No
Sale,ENE,NNW,E,No
Sale,ENE,NE,ENE,No
Sale,W,W,W,Yes
Sale,WNW,N,W,Yes
Sale,W,NW,W,Yes
Sale,W,WNW,WSW,No
Sale,W,WNW,W,No
Sale,NW,NW,WNW,No
Sale,WNW,WNW,WNW,No
Sale,WNW,NNE,WNW,No
Sale,WSW,WSW,SSW,No
Sale,W,SW,W,No
Sale,WNW,W,WNW,No
Sale,SW,WSW,SW,Yes
Sale,W,W,W,Yes
Sale,W,WNW,SW,No
Sale,W,NW,W,No
Sale,SW,NW,SSW,No
Sale,NW,NW,NNW,No
Sale,WSW,WNW,W,No
Sale,W,NW,WSW,No
Sale,NNW,NW,S,No
Sale,NW,S,WNW,No
Sale,NNW,NE,NNW,No
Sale,WNW,NNW,SSE,No
Sale,W,WNW,NW,Yes
Sale,W,W,W,Yes
Sale,W,WNW,W,No
Sale,W,W,W,No
Sale,W,NW,WSW,No
Sale,WNW,WNW,WSW,No
Sale,E,NW,ENE,No
Sale,NW,WNW,WNW,No
Sale,W,WNW,WNW,No
Sale,WNW,SSW,WNW,Yes
Sale,S,W,SSE,Yes
Sale,S,SSE,SSE,Yes
Sale,S,NW,WSW,Yes
Sale,W,NW,W,No
Sale,W,NW,W,No
Sale,W,WNW,SW,No
Sale,WNW,NW,WSW,Yes
Sale,E,NW,E,No
Sale,E,NNW,E,No
Sale,E,NNW,ESE,No
Sale,NE,NW,NE,No
Sale,W,WNW,SW,Yes
Sale,NW,N,NNW,No
Sale,W,WNW,W,No
Sale,W,WNW,WSW,No
Sale,W,W,W,No
Sale,WNW,WNW,NE,No
Sale,NW,E,SE,Yes
Sale,W,W,SW,Yes
Sale,W,WNW,WNW,Yes
Sale,W,W,W,No
Sale,W,W,SW,No
Sale,WNW,NW,SSW,Yes
Sale,ESE,WNW,E,No
Sale,NNW,SE,N,No
Sale,NW,N,NW,Yes
Sale,NW,W,SW,No
Sale,SW,WNW,SW,No
Sale,WSW,W,SW,No
Sale,W,WNW,SW,Yes
Sale,WNW,WNW,NW,No
Sale,WNW,WNW,NW,No
Sale,WNW,WNW,E,No
Sale,E,NW,S,No
Sale,ENE,SSE,E,No
Sale,NW,NNW,NW,No
Sale,NNW,SSW,SSE,No
Sale,WNW,W,ENE,Yes
Sale,NW,WSW,WNW,Yes
Sale,NW,W,NW,No
Sale,W,NNW,NW,No
Sale,NW,WNW,NW,No
Sale,WSW,NNW,W,No
Sale,W,NW,W,No
Sale,W,WNW,WSW,No
Sale,W,WNW,W,No
Sale,NW,WNW,W,No
Sale,ESE,NNW,W,No
Sale,E,N,E,No
Sale,WNW,WNW,NNW,No
Sale,SSE,ENE,S,No
Sale,W,WNW,W,No
Sale,W,W,W,No
Sale,SSW,W,SSW,No
Sale,SW,WNW,WSW,No
Sale,WNW,W,SSE,No
Sale,W,N,WSW,No
Sale,W,W,W,No
Sale,W,NNE,NW,No
Sale,W,W,W,Yes
Sale,WNW,N,NW,No
Sale,NW,N,WSW,No
Sale,WSW,WNW,WSW,Yes
Sale,SSW,WNW,SSW,Yes
Sale,W,W,E,No
Sale,WNW,WNW,SSW,No
Sale,E,WSW,E,No
Sale,W,E,NNE,No
Sale,WNW,NW,NW,No
Sale,NW,NW,NW,No
Sale,WNW,W,NW,No
Sale,W,W,SW,Yes
Sale,W,W,WSW,No
Sale,W,N,SW,No
Sale,E,N,E,No
Sale,NE,ENE,ENE,No
Sale,WSW,WNW,WNW,No
Sale,WNW,NW,NW,No
Sale,WNW,WNW,NW,No
Sale,W,W,WSW,No
Sale,NNE,NW,ENE,No
Sale,E,NNW,E,No
Sale,W,WNW,NW,No
Sale,WNW,WNW,W,No
Sale,SW,WNW,SW,Yes
Sale,WNW,WNW,NW,No
Sale,W,WNW,WSW,No
Sale,ESE,WNW,ESE,No
Sale,NW,SSE,NW,No
Sale,NNW,N,NNW,No
Sale,WSW,NW,NW,No
Sale,WNW,WNW,WNW,Yes
Sale,W,W,W,Yes
Sale,WSW,W,W,No
Sale,W,WNW,E,No
Sale,E,SSE,ENE,No
Sale,WSW,NNW,NW,No
Sale,WSW,W,W,Yes
Sale,W,WNW,W,Yes
Sale,ESE,NW,WSW,No
Sale,WSW,WNW,SW,No
Sale,E,SSW,ESE,No
Sale,ENE,NNE,ESE,No
Sale,ESE,WNW,E,No
Sale,E,NE,E,No
Sale,W,W,W,No
Sale,W,W,E,No
Sale,WSW,SSE,W,No
Sale,W,W,W,No
Sale,W,WNW,SSE,No
Sale,E,N,E,No
Sale,NW,NE,WNW,No
Sale,WNW,WNW,W,No
Sale,WNW,WNW,WNW,Yes
Sale,W,W,W,Yes
Sale,W,W,W,Yes
Sale,W,W,ESE,No
Sale,WSW,NW,W,No
Sale,SW,WSW,WSW,No
Sale,SSW,E,S,No
Sale,W,W,WSW,Yes
Sale,SSE,W,SSE,No
Sale,W,WNW,SSE,No
Sale,W,W,SSW,Yes
Sale,ESE,ENE,E,No
Sale,W,W,WSW,Yes
Sale,SW,W,WSW,Yes
Sale,E,WNW,WNW,Yes
Sale,NW,WSW,N,No
Sale,WSW,WNW,N,No
Sale,WNW,W,WSW,Yes
Sale,ENE,NW,E,No
Sale,E,NW,SSW,No
Sale,W,WSW,WSW,No
Sale,W,W,WSW,No
Sale,SSE,W,ESE,No
Sale,SE,E,SSE,No
Sale,NW,WNW,NW,No
Sale,W,NE,W,No
Sale,WSW,W,WSW,No
Sale,W,W,W,No
Sale,SE,WNW,SE,No
Sale,E,ESE,ESE,No
Sale,WSW,NNW,SW,No
Sale,W,W,NW,No
Sale,WNW,WSW,W,Yes
Sale,W,W,W,Yes
Sale,E,E,E,No
Sale,E,NNE,WSW,No
Sale,NW,NE,WNW,No
Sale,W,NW,SSE,No
Sale,ESE,NE,SE,Yes
Sale,SW,NNE,E,Yes
Sale,W,WSW,W,No
Sale,E,WNW,E,No
Sale,E,ENE,E,No
Sale,WSW,NNE,WSW,No
Sale,SE,SSW,SE,No
Sale,E,WNW,ESE,No
Sale,WSW,W,W,No
Sale,WSW,WSW,WSW,No
Sale,S,W,SE,No
Sale,S,W,ESE,No
Sale,E,E,E,Yes
Sale,E,NNE,E,No
Sale,WSW,WSW,WSW,No
Sale,WSW,WNW,SW,No
Sale,SE,SSW,ESE,No
Sale,WSW,ENE,W,No
Sale,SSE,SE,SSE,No
Sale,E,SSW,ESE,No
Sale,E,ESE,E,Yes
Sale,E,ENE,E,Yes
Sale,E,SE,E,No
Sale,SE,NNE,E,No
Sale,WSW,WSW,WSW,No
Sale,E,SW,ESE,No
Sale,ENE,NNE,N,No
Sale,E,WNW,N,No
Sale,SE,W,SSE,No
Sale,E,SSE,ESE,No
Sale,ESE,ESE,E,No
Sale,WSW,W,WSW,No
Sale,WSW,WSW,W,No
Sale,ESE,W,ESE,No
Sale,S,ENE,WNW,No
Sale,WSW,WSW,WSW,No
Sale,W,W,WSW,No
Sale,ESE,W,ESE,No
Sale,ESE,W,SE,No
Sale,SE,W,SSE,No
Sale,ESE,E,ENE,No
Sale,WSW,NNW,SW,No
Sale,SE,WNW,ESE,No
Sale,E,ENE,E,No
Sale,SE,WNW,SE,No
Sale,ESE,WSW,ESE,No
Sale,ESE,SSW,ESE,No
Sale,ENE,ENE,ESE,No
Sale,SSW,N,ESE,No
Sale,E,S,E,No
Sale,SSW,SSW,SSW,Yes
Sale,S,ESE,S,No
Sale,SW,SW,W,No
Sale,ESE,NNW,E,No
Sale,SW,WNW,SSE,No
Sale,ESE,SE,ESE,Yes
Sale,E,NE,E,No
Sale,E,NE,E,No
Sale,ESE,NW,ESE,No
Sale,ESE,NNW,ESE,No
Sale,ESE,WNW,NNW,No
Sale,SE,WNW,E,No
Sale,SE,WNW,S,No
Sale,SW,NW,E,No
Sale,E,NW,E,No
Sale,NW,W,SW,No
Sale,ESE,WNW,SSW,No
Sale,ESE,WNW,SE,No
Sale,SSW,W,SW,Yes
Sale,ESE,WNW,SE,No
Sale,E,NW,ENE,No
Sale,ESE,NW,ESE,No
Sale,N,N,NNE,No
Sale,W,SW,WSW,Yes
Sale,WNW,W,W,No
Sale,WNW,NW,W,No
Sale,ESE,S,ESE,No
Sale,E,W,E,No
Sale,NW,SSW,WNW,No
Sale,WSW,WSW,WSW,Yes
Sale,SW,WNW,W,Yes
Sale,WSW,WNW,WSW,No
Sale,WSW,WNW,WSW,No
Sale,W,W,SW,No
Sale,S,W,SSE,No
Sale,ESE,WNW,ESE,No
Sale,ESE,NW,ESE,No
Sale,E,SSE,E,No
Sale,SE,WNW,E,No
Sale,E,NNW,ESE,No
Sale,ESE,NW,SE,No
Sale,S,W,S,No
Sale,WSW,NW,NNE,No
Sale,WSW,NNE,E,No
Sale,SSW,S,S,Yes
Sale,WNW,WNW,SSE,No
Sale,SSE,WNW,S,No
Sale,SW,W,SW,No
Sale,S,SSE,S,Yes
Sale,E,ESE,ESE,Yes
Sale,NW,NW,WSW,No
Sale,W,W,WSW,Yes
Sale,WNW,N,WNW,No
Sale,WSW,W,WSW,No
Sale,WNW,W,W,No
Sale,NW,NNW,NW,No
Sale,NW,WSW,W,No
Sale,W,WNW,WSW,No
Sale,ENE,WNW,E,No
Sale,W,NW,W,No
Sale,W,WNW,NE,No
Sale,NW,NW,W,No
Sale,NW,WSW,SW,No
Sale,W,W,W,No
Sale,E,WNW,ESE,No
Sale,E,WNW,E,No
Sale,E,WNW,E,No
Sale,NW,NW,WNW,No
Sale,ESE,WNW,E,No
Sale,ESE,WNW,ESE,No
Sale,NW,S,NE,No
Sale,WNW,SSW,SW,No
Sale,WNW,NW,WNW,No
Sale,NW,N,NW,No
Sale,W,W,W,No
Sale,W,W,W,No
Sale,W,W,W,No
Sale,WSW,WNW,W,No
Sale,W,WNW,WSW,No
Sale,W,WNW,W,Yes
Sale,ESE,NW,ESE,No
Sale,ESE,E,ESE,Yes
Sale,WSW,NW,WNW,No
Sale,W,WNW,W,No
Sale,W,W,W,No
Sale,SW,NNW,ENE,No
Sale,E,W,E,No
Sale,E,NW,E,No
Sale,NE,NNW,NNW,No
Sale,SE,WNW,E,Yes
Sale,SSW,N,WNW,Yes
Sale,SW,W,SW,Yes
Sale,W,WSW,W,No
Sale,W,NW,W,No
Sale,NW,NW,NNE,No
Sale,WNW,NNW,WSW,Yes
Sale,WNW,NW,SSW,Yes
Sale,NW,W,NNE,No
Sale,NW,NW,NNW,No
Sale,NW,NNW,NE,No
Sale,E,NW,ESE,No
Sale,S,WSW,S,Yes
Sale,S,S,SSW,Yes
Sale,S,W,S,Yes
Sale,SSW,W,SW,Yes
Sale,S,W,S,Yes
Sale,SSE,WNW,SSE,Yes
Sale,WNW,WNW,ESE,Yes
Sale,ENE,W,E,No
Sale,ENE,WNW,ENE,No
Sale,E,WNW,E,No
Sale,ENE,WNW,E,No
Sale,ENE,WNW,WNW,Yes
Sale,E,ENE,E,Yes
Sale,E,NW,E,No
Sale,NW,WNW,NNW,No
Sale,WNW,NW,E,No
Sale,WNW,WNW,W,No
Sale,W,WNW,W,No
Sale,WNW,S,W,No
Sale,NW,NNW,WNW,No
Sale,NNW,NW,NW,No
Sale,W,WNW,WNW,Yes
Sale,WNW,NNW,WNW,No
Sale,WNW,NW,W,No
Sale,WSW,W,WSW,No
Sale,W,WNW,ESE,No
Sale,WNW,WNW,ESE,No
Sale,WNW,WNW,WNW,No
Sale,E,WNW,E,No
Sale,NE,NNE,ESE,Yes
Sale,WSW,SW,WSW,Yes
Sale,ENE,WNW,E,No
Sale,ENE,NNE,E,No
Sale,WNW,NNW,NNE,Yes
Sale,WSW,SW,E,Yes
Sale,NW,W,WNW,No
Sale,WNW,W,WNW,No
Sale,SW,W,WSW,No
Sale,WSW,NW,W,No
Sale,NNW,WNW,WNW,No
Sale,W,WNW,WSW,No
Sale,ENE,W,E,No
Sale,NE,SSE,ENE,Yes
Sale,WSW,W,SW,No
Sale,E,WNW,ESE,No
Sale,NW,WNW,ESE,No
Sale,NW,S,WNW,No
Sale,WNW,W,NW,Yes
Sale,W,W,WNW,Yes
Sale,NNW,NW,NW,No
Sale,W,WNW,W,Yes
Sale,W,NW,SW,No
Sale,WSW,W,W,Yes
Sale,NW,NE,NW,Yes
Sale,W,W,W,No
Sale,WNW,NNE,NW,No
Sale,W,NNW,WNW,No
Sale,W,W,NW,Yes
Sale,NW,NW,NW,No
Sale,WSW,WNW,WSW,Yes
Sale,N,ENE,N,No
Sale,N,NW,NW,No
Sale,NW,NW,NW,No
Sale,WNW,WNW,W,Yes
Sale,W,W,W,Yes
Sale,WNW,W,NW,No
Sale,W,WNW,W,No
Sale,W,WNW,W,No
Sale,SW,W,WSW,No
Sale,W,NNW,W,No
Sale,W,NW,W,No
Sale,SW,NNW,S,No
Sale,E,NW,E,No
Sale,NW,N,ENE,No
Sale,WNW,NW,NW,Yes
Sale,W,NNW,W,Yes
Sale,WNW,NNE,NNW,No
Sale,SE,N,SE,No
Sale,ESE,E,ESE,No
Sale,ENE,NW,SSE,No
Sale,W,WSW,W,Yes
Sale,WSW,W,WSW,No
Sale,WSW,WNW,SW,No
Sale,NW,E,NNW,No
Sale,WSW,W,WSW,No
Sale,W,W,W,No
Sale,SW,W,SE,Yes
Sale,E,E,E,Yes
Sale,SSE,NW,SE,No
Sale,E,W,E,No
Sale,E,ENE,E,No
Sale,E,E,E,Yes
Sale,NW,W,WSW,Yes
Sale,WNW,W,W,Yes
Sale,W,W,W,No
Sale,W,WNW,W,No
Sale,SSW,SSW,ESE,No
Sale,ESE,E,E,No
Sale,WSW,W,W,No
Sale,W,WNW,WSW,No
Sale,W,W,W,Yes
Sale,WSW,NW,E,Yes
Sale,W,NW,W,No
Sale,NW,NNW,WNW,No
Sale,WNW,NNW,NNW,No
Sale,W,W,W,Yes
Sale,NW,NW,NW,Yes
Sale,W,W,SW,Yes
Sale,SE,NW,WNW,Yes
Sale,NW,N,NW,No
Sale,S,WSW,S,No
Sale,W,WNW,SSE,No
Sale,WSW,W,WSW,No
Sale,NW,NW,WNW,No
Sale,NNW,SW,W,No
Sale,W,W,W,Yes
Sale,W,NNW,W,No
Sale,W,SW,W,No
Sale,W,W,W,Yes
Sale,WNW,WNW,NW,No
Sale,NW,N,NNW,No
Sale,W,W,W,No
Sale,NW,NNW,WNW,Yes
Sale,ENE,W,NE,No
Sale,NW,SE,NW,No
Sale,S,ESE,ESE,No
Sale,ESE,SE,ESE,No
Sale,W,W,W,Yes
Sale,W,W,W,No
Sale,WNW,W,WNW,Yes
Sale,W,WNW,WSW,No
Sale,SE,W,W,No
Sale,SSE,E,SSE,No
Sale,SW,SW,S,Yes
Sale,WSW,WNW,WSW,No
Sale,E,W,SSW,No
Sale,E,NNE,E,No
Sale,W,WSW,SE,No
Sale,WSW,W,SW,No
Sale,SSW,W,SSW,No
Sale,ESE,WNW,ESE,No
Sale,E,WNW,ESE,No
Sale,W,E,ESE,No
Sale,W,W,WSW,No
Sale,E,W,E,No
Sale,E,E,ESE,No
Sale,ESE,ESE,S,Yes
Sale,W,NW,WNW,Yes
Sale,W,W,W,Yes
Sale,W,W,WSW,No
Sale,E,ESE,E,No
Sale,ESE,E,ESE,No
Sale,ESE,N,E,No
Sale,S,NW,WSW,No
Sale,ESE,SSE,SE,No
Sale,E,NW,E,Yes
Sale,SSE,W,SSW,No
Sale,SE,SE,ESE,Yes
Sale,E,ENE,E,No
Sale,E,S,ENE,No
Sale,WSW,S,WSW,No
Sale,W,SW,SW,Yes
Sale,E,WNW,E,No
Sale,E,ENE,E,No
Sale,ENE,W,E,No
Sale,W,SSE,S,No
Sale,WSW,NNE,WSW,No
Sale,W,W,W,Yes
Sale,WSW,W,WSW,No
Sale,SE,WNW,SSW,No
Sale,WNW,NE,NW,No
Sale,SSW,S,NE,No
Sale,W,W,W,Yes
Sale,W,W,WSW,No
Sale,WSW,NW,W,No
Sale,WSW,W,SW,No
Sale,E,SW,ENE,No
Sale,ENE,W,E,No
Sale,SE,WSW,SSE,No
Sale,SSE,SSE,ENE,No
Sale,ESE,ENE,E,No
Sale,NNW,N,W,No
Sale,SSE,NNW,S,No
Sale,E,E,E,No
Sale,NW,SE,W,No
Sale,WSW,W,WSW,Yes
Sale,E,SW,ESE,Yes
Sale,E,NE,E,No
Sale,WSW,NW,WSW,No
Sale,ESE,W,W,No
Sale,W,N,SSW,No
Sale,WNW,W,W,No
Sale,ESE,NW,ESE,No
Sale,W,WNW,W,No
Sale,WNW,NW,NE,No
Sale,W,WSW,W,Yes
Sale,W,SW,S,No
Sale,WNW,W,W,No
Sale,WNW,NE,E,No
Sale,W,W,W,Yes
Sale,ESE,W,SW,No
Sale,E,E,E,No
Sale,ESE,NE,E,No
Sale,E,S,E,No
Sale,W,WSW,W,No
Sale,WSW,W,E,No
Sale,ESE,E,ESE,No
Sale,ENE,W,E,No
Sale,ENE,NNW,SE,No
Sale,W,NNE,ESE,No
Sale,ESE,NW,E,No
Sale,WSW,W,SSE,No
Sale,ESE,S,SE,No
Sale,E,E,E,Yes
Sale,W,SW,WSW,No
Sale,ESE,SSW,ESE,No
Sale,E,N,E,No
Sale,WSW,W,WSW,No
Sale,SSW,WSW,SW,Yes
Sale,E,NW,E,No
Sale,ESE,NW,NW,No
Sale,WNW,N,NW,No
Sale,ESE,SSW,SE,No
Sale,E,NE,SE,No
Sale,E,SSW,E,No
Sale,E,E,ESE,No
Sale,E,ENE,E,No
Sale,WSW,W,WSW,No
Sale,E,NW,E,No
Sale,E,ENE,E,No
Sale,ESE,ESE,ESE,No
Sale,ENE,NNW,E,No
Sale,WSW,E,E,Yes
Sale,W,NNW,W,No
Sale,SE,WNW,ESE,No
Sale,ESE,NNW,E,No
Sale,ESE,NE,SE,No
Sale,S,NNW,S,No
Sale,SE,SW,SE,No
Sale,E,SSE,E,No
Sale,W,WSW,W,No
Sale,ESE,WNW,ESE,No
Sale,ESE,NNW,SE,No
Sale,WSW,WNW,SW,No
Sale,W,WNW,W,Yes
Sale,W,W,WSW,No
Sale,W,W,W,No
Sale,ESE,NNW,E,No
Sale,ESE,WNW,ESE,No
Sale,NNW,WNW,WNW,No
Sale,WSW,SW,S,No
Sale,SSE,W,S,No
Sale,ESE,NNE,ESE,No
Sale,SSE,W,SSE,No
Sale,ESE,SSW,SE,No
Sale,ESE,W,ESE,No
Sale,E,N,E,No
Sale,W,WNW,WSW,No
Sale,ESE,W,ESE,Yes
Sale,ESE,E,ESE,No
Sale,E,ENE,ESE,No
Sale,S,WNW,W,No
Sale,WSW,WSW,SW,Yes
Sale,E,WNW,E,No
Sale,NW,E,N,No
Sale,W,W,WNW,Yes
Sale,WNW,NW,WNW,No
Sale,W,W,WSW,Yes
Sale,SSE,WNW,WSW,No
Sale,ESE,WNW,NE,No
Sale,S,WNW,SSE,No
Sale,W,W,SSE,Yes
Sale,SW,W,NW,No
Sale,SSE,WSW,E,No
Sale,E,ENE,E,No
Sale,E,E,E,No
Sale,ESE,NE,ESE,Yes
Sale,WSW,N,W,Yes
Sale,SE,NNW,ESE,No
Sale,E,SSW,E,Yes
Sale,E,NNW,E,No
Sale,E,SW,NE,No
Sale,SSE,N,S,No
Sale,S,WSW,SW,Yes
Sale,E,WNW,WNW,No
Sale,E,SE,ESE,Yes
Sale,ESE,NNW,ESE,No
Sale,ENE,ENE,E,No
Sale,S,WNW,NE,No
Sale,ENE,ENE,E,No
Sale,ESE,NNE,ENE,Yes
Sale,S,SW,SSE,Yes
Sale,ESE,SE,SE,Yes
Sale,SE,ESE,SSE,No
Sale,ENE,WNW,ESE,No
Sale,ESE,WNW,NE,No
Sale,E,WNW,E,No
Sale,E,WNW,N,No
Sale,W,NW,WSW,No
Sale,W,WNW,SW,No
Sale,WNW,NW,WNW,No
Sale,NE,W,NNE,No
Sale,SW,W,S,No
Sale,WSW,NNW,WSW,Yes
Sale,W,WNW,WSW,No
Sale,ENE,WNW,E,No
Sale,WSW,NNW,WSW,No
Sale,ENE,WNW,E,No
Sale,ESE,S,E,No
Sale,W,ENE,NW,No
Sale,W,W,SW,Yes
Sale,WSW,NNW,WSW,No
Sale,NNW,ESE,N,No
Sale,W,WNW,W,No
